0,1750.0,0.0,0.000371747211896
None0,1750.0,2.0,0.00297397769517
None0,1750.0,3.0,0.00371747211896
None0,1750.0,4.0,0.00408921933086
None0,1750.0,5.0,0.00446096654275
None0,1750.0,6.0,0.000371747211896
None0,1750.0,11.0,0.000371747211896
None0,1750.0,12.0,0.00371747211896
None0,1750.0,13.0,0.00855018587361
None0,1750.0,15.0,0.000743494423792
None0,1750.0,21.0,0.00148698884758
None0,1750.0,26.0,0.000371747211896
None0,1750.0,27.0,0.00706319702602
None0,1750.0,28.0,0.000743494423792
None0,1750.0,29.0,0.00706319702602
None0,1750.0,30.0,0.00706319702602
None0,1750.0,31.0,0.00111524163569
None0,1750.0,33.0,0.00706319702602
None0,1750.0,34.0,0.000371747211896
None0,1750.0,35.0,0.00111524163569
None0,1750.0,36.0,0.00148698884758
None0,1750.0,37.0,0.017843866171
None0,1750.0,38.0,0.0379182156134
None0,1750.0,39.0,0.00371747211896
None0,1750.0,40.0,0.00185873605948
None0,1750.0,41.0,0.00148698884758
None0,1750.0,42.0,0.000371747211896
None0,1750.0,43.0,0.00111524163569
None0,1750.0,44.0,0.000743494423792
None0,1750.0,46.0,0.00334572490706
None0,1750.0,47.0,0.00111524163569
None0,1750.0,48.0,0.00111524163569
None0,1750.0,49.0,0.00371747211896
None0,1750.0,50.0,0.000371747211896
None0,1750.0,51.0,0.000743494423792
None0,1750.0,52.0,0.00111524163569
None0,1750.0,54.0,0.00185873605948
None0,1750.0,55.0,0.000371747211896
None0,1750.0,56.0,0.000743494423792
None0,1750.0,57.0,0.000743494423792
None0,1750.0,58.0,0.00297397769517
None0,1750.0,59.0,0.00111524163569
None0,1750.0,60.0,0.00148698884758
None0,1750.0,61.0,0.000371747211896
None0,1750.0,62.0,0.00148698884758
None0,1750.0,63.0,0.00483271375465
None0,1750.0,64.0,0.000371747211896
None0,1750.0,66.0,0.00148698884758
None0,1750.0,67.0,0.000371747211896
None0,1750.0,68.0,0.00111524163569
None0,1750.0,69.0,0.00594795539033
None0,1750.0,70.0,0.000743494423792
None0,1750.0,72.0,0.000371747211896
None0,1750.0,76.0,0.000371747211896
None0,1750.0,77.0,0.000743494423792
None0,1750.0,78.0,0.000371747211896
None0,1750.0,82.0,0.000743494423792
None0,1750.0,83.0,0.00111524163569
None0,1750.0,88.0,0.000743494423792
None0,1750.0,89.0,0.00148698884758
None0,1750.0,91.0,0.000371747211896
None0,1750.0,94.0,0.000743494423792
None0,1750.0,105.0,0.000743494423792
None0,1750.0,106.0,0.00111524163569
None0,1750.0,107.0,0.00111524163569
None0,1750.0,117.0,0.000371747211896
None0,1750.0,119.0,0.000371747211896
None0,1750.0,122.0,0.000371747211896
None0,1750.0,123.0,0.000371747211896
None0,1750.0,125.0,0.000371747211896
None0,1750.0,126.0,0.000371747211896
None0,1750.0,128.0,0.00111524163569
None0,1750.0,129.0,0.000371747211896
None0,1750.0,133.0,0.000371747211896
None0,1750.0,139.0,0.000743494423792
